a3_score,frequency,pdf,cdf
0.0,27,0.43548387096774194,0.43548387096774194
0.17391304347826086,1,0.016129032258064516,0.45161290322580644
0.3870967741935484,1,0.016129032258064516,0.46774193548387094
0.41379310344827586,2,0.03225806451612903,0.5
0.4166666666666667,1,0.016129032258064516,0.5161290322580645
0.4444444444444444,1,0.016129032258064516,0.532258064516129
0.45161290322580644,1,0.016129032258064516,0.5483870967741935
0.45454545454545453,1,0.016129032258064516,0.564516129032258
0.5,1,0.016129032258064516,0.5806451612903225
0.5833333333333334,1,0.016129032258064516,0.596774193548387
0.6153846153846154,1,0.016129032258064516,0.6129032258064515
0.6428571428571429,1,0.016129032258064516,0.629032258064516
0.6470588235294118,1,0.016129032258064516,0.6451612903225805
0.6896551724137931,1,0.016129032258064516,0.661290322580645
0.6923076923076923,1,0.016129032258064516,0.6774193548387095
0.72,1,0.016129032258064516,0.693548387096774
0.7272727272727273,2,0.03225806451612903,0.725806451612903
0.7333333333333333,1,0.016129032258064516,0.7419354838709675
0.7619047619047619,4,0.06451612903225806,0.8064516129032255
0.8181818181818182,1,0.016129032258064516,0.82258064516129
0.9285714285714286,1,0.016129032258064516,0.8387096774193545
0.96,2,0.03225806451612903,0.8709677419354835
0.9629629629629629,2,0.03225806451612903,0.9032258064516125
1.0,6,0.0967741935483871,0.9999999999999997
