a3_score,frequency,pdf,cdf
0.0,14,0.2028985507246377,0.2028985507246377
0.3333333333333333,1,0.014492753623188406,0.2173913043478261
0.6086956521739131,1,0.014492753623188406,0.23188405797101452
0.6206896551724138,1,0.014492753623188406,0.24637681159420294
0.6666666666666666,2,0.028985507246376812,0.27536231884057977
0.6875,1,0.014492753623188406,0.2898550724637682
0.6896551724137931,1,0.014492753623188406,0.3043478260869566
0.6956521739130435,1,0.014492753623188406,0.318840579710145
0.75,3,0.043478260869565216,0.3623188405797102
0.7692307692307693,1,0.014492753623188406,0.3768115942028986
0.7741935483870968,1,0.014492753623188406,0.39130434782608703
0.7857142857142857,1,0.014492753623188406,0.40579710144927544
0.8,1,0.014492753623188406,0.42028985507246386
0.8108108108108109,1,0.014492753623188406,0.4347826086956523
0.8275862068965517,1,0.014492753623188406,0.4492753623188407
0.8461538461538461,2,0.028985507246376812,0.4782608695652175
0.8823529411764706,4,0.057971014492753624,0.5362318840579712
0.9032258064516129,1,0.014492753623188406,0.5507246376811595
0.9333333333333333,1,0.014492753623188406,0.5652173913043479
0.967741935483871,10,0.14492753623188406,0.7101449275362319
1.0,20,0.2898550724637681,1.0
