a4_score,frequency,pdf,cdf
0.0,34,0.4927536231884058,0.4927536231884058
0.10526315789473684,1,0.014492753623188406,0.5072463768115942
0.2,1,0.014492753623188406,0.5217391304347826
0.3225806451612903,1,0.014492753623188406,0.536231884057971
0.38461538461538464,1,0.014492753623188406,0.5507246376811593
0.43478260869565216,2,0.028985507246376812,0.5797101449275361
0.4444444444444444,1,0.014492753623188406,0.5942028985507245
0.5263157894736842,1,0.014492753623188406,0.6086956521739129
0.6153846153846154,2,0.028985507246376812,0.6376811594202897
0.631578947368421,1,0.014492753623188406,0.652173913043478
0.64,1,0.014492753623188406,0.6666666666666664
0.6666666666666666,2,0.028985507246376812,0.6956521739130432
0.7741935483870968,1,0.014492753623188406,0.7101449275362316
0.7857142857142857,2,0.028985507246376812,0.7391304347826084
0.8,1,0.014492753623188406,0.7536231884057968
0.8148148148148148,2,0.028985507246376812,0.7826086956521736
0.8333333333333334,2,0.028985507246376812,0.8115942028985504
0.9032258064516129,1,0.014492753623188406,0.8260869565217388
0.9629629629629629,1,0.014492753623188406,0.8405797101449272
1.0,11,0.15942028985507245,0.9999999999999996
