a2_score,frequency,pdf,cdf
0.0,33,0.4782608695652174,0.4782608695652174
0.29411764705882354,1,0.014492753623188406,0.4927536231884058
0.38461538461538464,1,0.014492753623188406,0.5072463768115942
0.3870967741935484,1,0.014492753623188406,0.5217391304347826
0.3888888888888889,1,0.014492753623188406,0.536231884057971
0.42857142857142855,1,0.014492753623188406,0.5507246376811593
0.48484848484848486,1,0.014492753623188406,0.5652173913043477
0.5128205128205128,1,0.014492753623188406,0.579710144927536
0.5365853658536586,1,0.014492753623188406,0.5942028985507244
0.5384615384615384,1,0.014492753623188406,0.6086956521739127
0.55,1,0.014492753623188406,0.6231884057971011
0.6060606060606061,1,0.014492753623188406,0.6376811594202895
0.625,1,0.014492753623188406,0.6521739130434778
0.6857142857142857,2,0.028985507246376812,0.6811594202898547
0.6875,1,0.014492753623188406,0.695652173913043
0.7317073170731707,1,0.014492753623188406,0.7101449275362314
0.7428571428571429,1,0.014492753623188406,0.7246376811594197
0.7647058823529411,5,0.07246376811594203,0.7971014492753618
0.7906976744186046,1,0.014492753623188406,0.8115942028985501
0.8,1,0.014492753623188406,0.8260869565217385
0.8108108108108109,1,0.014492753623188406,0.8405797101449268
0.8292682926829268,1,0.014492753623188406,0.8550724637681152
0.8421052631578947,1,0.014492753623188406,0.8695652173913035
0.8636363636363636,1,0.014492753623188406,0.8840579710144919
0.9230769230769231,1,0.014492753623188406,0.8985507246376803
1.0,7,0.10144927536231885,0.9999999999999991
