a4_score,frequency,pdf,cdf
0.0,35,0.5645161290322581,0.5645161290322581
0.17391304347826086,1,0.016129032258064516,0.5806451612903226
0.24,1,0.016129032258064516,0.5967741935483871
0.3076923076923077,1,0.016129032258064516,0.6129032258064516
0.4,3,0.04838709677419355,0.6612903225806451
0.42105263157894735,1,0.016129032258064516,0.6774193548387096
0.42857142857142855,1,0.016129032258064516,0.6935483870967741
0.43478260869565216,1,0.016129032258064516,0.7096774193548386
0.45161290322580644,1,0.016129032258064516,0.7258064516129031
0.46153846153846156,1,0.016129032258064516,0.7419354838709676
0.4666666666666667,1,0.016129032258064516,0.7580645161290321
0.48,1,0.016129032258064516,0.7741935483870966
0.5,1,0.016129032258064516,0.7903225806451611
0.6363636363636364,4,0.06451612903225806,0.8548387096774193
0.6666666666666666,2,0.03225806451612903,0.8870967741935483
0.6923076923076923,1,0.016129032258064516,0.9032258064516128
0.72,1,0.016129032258064516,0.9193548387096773
0.8888888888888888,1,0.016129032258064516,0.9354838709677418
0.9333333333333333,1,0.016129032258064516,0.9516129032258063
1.0,3,0.04838709677419355,0.9999999999999998
