a1_score,frequency,pdf,cdf
0.0,31,0.5,0.5
0.1111111111111111,1,0.016129032258064516,0.5161290322580645
0.4166666666666667,10,0.16129032258064516,0.6774193548387096
0.4827586206896552,1,0.016129032258064516,0.6935483870967741
0.5,1,0.016129032258064516,0.7096774193548386
0.5217391304347826,4,0.06451612903225806,0.7741935483870968
0.5333333333333333,1,0.016129032258064516,0.7903225806451613
0.5384615384615384,2,0.03225806451612903,0.8225806451612903
0.5454545454545454,1,0.016129032258064516,0.8387096774193548
0.5833333333333334,1,0.016129032258064516,0.8548387096774193
0.6086956521739131,1,0.016129032258064516,0.8709677419354838
0.8695652173913043,1,0.016129032258064516,0.8870967741935483
0.96,3,0.04838709677419355,0.9354838709677418
1.0,4,0.06451612903225806,0.9999999999999998
