a4_score,frequency,pdf,cdf
0.0,35,0.5645161290322581,0.5645161290322581
0.17391304347826086,1,0.016129032258064516,0.5806451612903226
0.21428571428571427,1,0.016129032258064516,0.5967741935483871
0.23076923076923078,2,0.03225806451612903,0.6290322580645161
0.24,2,0.03225806451612903,0.6612903225806451
0.25,1,0.016129032258064516,0.6774193548387096
0.3076923076923077,1,0.016129032258064516,0.6935483870967741
0.4,3,0.04838709677419355,0.7419354838709676
0.42105263157894735,1,0.016129032258064516,0.7580645161290321
0.43478260869565216,1,0.016129032258064516,0.7741935483870966
0.45161290322580644,1,0.016129032258064516,0.7903225806451611
0.45454545454545453,2,0.03225806451612903,0.8225806451612901
0.4666666666666667,1,0.016129032258064516,0.8387096774193546
0.5384615384615384,1,0.016129032258064516,0.8548387096774192
0.6363636363636364,2,0.03225806451612903,0.8870967741935482
0.6666666666666666,2,0.03225806451612903,0.9193548387096772
0.8888888888888888,1,0.016129032258064516,0.9354838709677417
0.9333333333333333,1,0.016129032258064516,0.9516129032258062
1.0,3,0.04838709677419355,0.9999999999999997
